Record ID number,Order,Family,Species,Selection history,Plant growth form,Duration,Study code,Country,Location,Latitude,Longitude,Coordinates notes,KG climate simple,KG climate full,Habitat description,Population information,Population origin,Year,Season,Month,Standing or marked leaves,Leaf age,Area measurement method,Sampling details,Length of marking (days),Data source,Annual herbivory rate (%),Annual error estimate,Annual error value,Number of replicates,Daily herbivory rate (%),Daily error estimate,Daily error value,Consumers
2485,Sapindales,Sapindaceae,Acer saccharum,Wild,Tree,Perennial,mCO,USA,"Hubbard Brook Experimental Forest, West Thornton, New Hampshire",43d56'40.2252''N,71d42'4.6188''W,From http://www.latlong.net/ (NOT in West Thornton),Cold,Cold without dry season and warm summer,Forest,NA,Natural,1996,Fall,September,Standing,Mature,Grid,30 leaves sampled per tree,NA,P.374 Figure 3 (only using control treatment),9.846050589,SE,0.36,21,NA,NA,NA,Lepidoptera (Insecta)
369,Caryophyllales,Achatocarpaceae,Achatocarpus gracilis,Wild,Shrub,Perennial,cCJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",20d9'14.5''N,103d54'51.8''W,From http://www.latlong.net/,Temperate,Temperate dry winter and hot summer,Forest,Galled plant,Natural,2004,"Summer, fall","July, August, September, October",Standing,NA,Automatic,"120 transects sampled, 20 individuals sampled per species",NA,P.332 Table 3,2.5,SE,0.6,20,NA,NA,NA,Insecta (general)
370,Caryophyllales,Achatocarpaceae,Achatocarpus gracilis,Wild,Shrub,Perennial,cCJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",20d9'14.5''N,103d54'51.8''W,From http://www.latlong.net/,Temperate,Temperate dry winter and hot summer,Forest,Ungalled plant,Natural,2004,"Summer, fall","July, August, September, October",Standing,NA,Automatic,"120 transects sampled, 20 individuals sampled per species",NA,P.332 Table 3,9.8,SE,0.6,20,NA,NA,NA,Insecta (general)
371,Caryophyllales,Achatocarpaceae,Achatocarpus gracilis,Wild,Shrub,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Deciduous habitat,Natural,2001,Wet,Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.110 Table 2,17.1,SE,1.7,20,NA,NA,NA,Diptera (Insecta)
372,Caryophyllales,Achatocarpaceae,Achatocarpus gracilis,Wild,Shrub,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Riparian habitat,Natural,2001,"Dry, wet",Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.111 Table 4 (mean of both seasons since riparians have flush twice),14,unclear if SE or SD,NA,40,NA,NA,NA,Diptera (Insecta)
373,Caryophyllales,Achatocarpaceae,Achatocarpus gracilis,Wild,Shrub,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Deciduous habitat,Natural,2001,Wet,Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.112 Figure 1b,17.4440888,unclear if SE or SD,2.034533188,20,NA,NA,NA,Diptera (Insecta)
85,Asterales,Asteraceae,Achillea millefolium,Wild,Forb/herb,Perennial,cDM,Canada,Alberta,61dN,138dW,Coordinates from the article,Cold,Cold dry summer and cold summer,Grassland and forest,Control treatment (not touched),Natural,2000,Summer,August,Standing,NA,Visual,"Estimated herbivore damage per plant, comparing handling treatments, ",NA,P.273 Figure 1,0.911,SE,0.066,100,NA,NA,NA,Insecta (general)
86,Asterales,Asteraceae,Achillea millefolium,Wild,Forb/herb,Perennial,mDV,Germany,"Saale River, Jena, Central Germany","50d57'0.6""N","11d37'19""E",Coordinates from the article,Cold,Cold without dry season and warm summer,Grassland,Fences kept out large grazing herbivores,Planted,2010,Summer,All year,Standing,Mature,Visual,30 mature leaves sampled prior to maximum biomass in each May and August; author says best yearly measure is an average of both (rates did not differ significantly with season),NA,"Supplementary Table 1 (mean of both seasons, excluding sucking damage)",0.51,NA,NA,10,NA,NA,NA,"Insecta (general), Vertebrata"
87,Asterales,Asteraceae,Achillea millefolium ssp. borealis,Wild,Forb/herb,Perennial,cDM,Canada,Yukon,61dN,138dW,Coordinates from the article,Cold,Cold dry summer and cold summer,Boreal forest,Control treatment (not touched),Natural,2000,Summer,August,Standing,NA,Visual,"Estimated herbivore damage per plant, comparing handling treatments, ",NA,P.273 Figure 1,0.78,SE,1.06,50,NA,NA,NA,Insecta (general)
2072,Polypodiales,Pteridaceae,Acrostichum speciosum,Wild,Forb/herb,Perennial,cAQ,Australia,"North Queensland, Chundra Bay",19d17'S,147d03'E,Coordinates from the article,Tropical,Tropical savannah ,Forest,Forest understory,Natural,1984,NA,"October, November",Standing,NA,Visual,118 leaves sampled,NA,P.4 Table 1,3.9,SE,0.7,3,NA,NA,NA,Insecta (general)
2073,Polypodiales,Pteridaceae,Acrostichum speciosum,Wild,Forb/herb,Perennial,cAQ,Australia,"North Queensland, Missionary Bay",18d15'S,146'12'E,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest understory,Natural,1984,NA,"October, November",Standing,NA,Visual,195 leaves sampled,NA,P.4 Table 1,3.1,SE,0.3,3,NA,NA,NA,Insecta (general)
1093,Laurales,Lauraceae,Actinodaphne spp.,Wild,Tree,Perennial,cAN,New Guinea,Eastern Highlands,"6d35'10.20""S","145d40'8.27""E","Used cooridinates of Eastern Highlands, Papua New Guinea",Tropical,Tropical monsoon ,Montane forest,Combined: sites I-IV,Natural,1970,Wet,December,Standing,NA,Visual,Sampled from litter fall,NA,P.979 Table 5,10.6,NA,NA,NA,NA,NA,NA,Insecta (general)
2096,Pteridales,Adiantaceae,Adiantum obliquum,Wild,Forb/herb,Perennial,mDP,Costa Rica,Finca La Selva,"10d25_34""N","84d00_10""W",From Google Earth,Tropical,Tropical rainforest ,Forest,NA,Natural,1979,NA,September,Standing,Mature,Phtocopy,1 frond randomly sampled from each of 50 clusters per species,NA,P.109,7.3,NA,NA,50,NA,NA,NA,Insecta (general)
400,Caryophyllales,Plumbaginaceae,Aegialitis annulata,Wild,Tree,Perennial,cAP,Papua New Guinea,Port Moresby,"9d28'56.95""S","147d11'25.01""E","Used coordinates of Port Moresby, Papua New Guinea",Tropical,Tropical savannah ,Mangrove forest,NA,Natural,1978,Fall,Unspecific,Standing,Mature,Automatic,"Several branches of at least 300-400 leaves selected per tree, and 25 leaves from total selection randomly sampled from each tree",NA,P.254 Table 1,9.2,range,5.3-12.9,2,NA,NA,NA,Insecta (general)
401,Caryophyllales,Plumbaginaceae,Aegialitis annulata,Wild,Tree,Perennial,cAQ,Australia,"North Queensland, Chundra Bay",19d17'S,147d03'E,Coordinates from the article,Tropical,Tropical savannah ,Forest,Forest understory,Natural,1984,NA,"October, November",Standing,NA,Visual,166 leaves sampled,NA,P.4 Table 1,1.2,SE,0.3,3,NA,NA,NA,Insecta (general)
500,Ericales,Primulaceae,Aegiceras corniculatum,Wild,Tree,Perennial,cAP,Papua New Guinea,Port Moresby,"9d28'56.95""S","147d11'25.01""E","Used coordinates of Port Moresby, Papua New Guinea",Tropical,Tropical savannah ,Mangrove forest,NA,Natural,1978,Fall,Unspecific,Standing,Mature,Automatic,"Several branches of at least 300-400 leaves selected per tree, and 25 leaves from total selection randomly sampled from each tree",NA,P.254 Table 1,4.4,range,2.5-6.2,2,NA,NA,NA,Insecta (general)
501,Ericales,Primulaceae,Aegiceras corniculatum,Wild,Tree,Perennial,cAQ,Australia,"North Queensland, Chundra Bay",19d17'S,147d03'E,Coordinates from the article,Tropical,Tropical savannah ,Forest,Forest understory,Natural,1984,NA,"October, November",Standing,NA,Visual,290 leaves sampled,NA,P.4 Table 1,10.5,SE,0.8,4,NA,NA,NA,Insecta (general)
502,Ericales,Primulaceae,Aegiceras corniculatum,Wild,Tree,Perennial,cAQ,Australia,"North Queensland, Missionary Bay",18d15'S,146'12'E,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest understory,Natural,1984,NA,"October, November",Standing,NA,Visual,264 leaves sampled,NA,P.4 Table 1,16,SE,0.9,3,NA,NA,NA,Insecta (general)
503,Ericales,Primulaceae,Aegiceras corniculatum,Wild,Tree,Perennial,cAQ,Australia,"North Queensland, Tully Heads",18d01'S,146d02'E,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest understory,Natural,1984,NA,"October, November",Standing,NA,Visual,184 leaves sampled,NA,P.4 Table 1,17.1,SE,1.5,3,NA,NA,NA,Insecta (general)
33,Apiales,Apiaceae,Aegopodium podagraria ,Wild,Forb/herb,Perennial,mBW,USA,"North Woods, Saratoga County, New York, Eastern forest",43d1'N,73d5'W,Coordinates from the article,Cold,Cold without dry season and warm summer,Deciduous forest,NA,Natural,"2006, 2007, 2009",Fall,"August, September, October",Standing,Mature,Visual,>8 leaves sampled per plant,NA,Appendix (multiplied by 100),14.7,NA,NA,12,NA,NA,NA,NA
234,Berberidopsidales,Aextoxicaceae,Aextoxicon punctatum ,Wild,Tree,Perennial,mAL,Chile,Guabun Peninsula,41.6dS,73.9dW,Coordinates from the article,Temperate,Temperate without dry season and warm summer,Forest,Fenced to exclude mammalian herbivores,Planted,2003,"Dry, wet","March, June, September, December",Standing,NA,Visual,3 month samples of 16 seedlings (16 or 13 sites) giving total damage at 16 months,NA,P.177 Table 1,8.9,SE,1.2,208,NA,NA,NA,"Insecta (general), Vertebrata"
235,Berberidopsidales,Aextoxicaceae,Aextoxicon punctatum ,Wild,Tree,Perennial,mAL,Chile,Fray Jorge National Park,30d40'S,71d30'W,Coordinates from the article,Arid,Arid steppe cold,Forest,Fenced to exclude mammalian herbivores,Planted,2003,"Dry, wet","March, June, September, December",Standing,NA,Visual,3 month samples of 16 seedlings (16 or 13 sites) giving total damage at 16 months,NA,P.177 Table 1,6,SE,0.9,256,NA,NA,NA,"Insecta (general), Vertebrata"
2606,Zingiberales,Zingiberaceae,Aframomum cf. angustifolium ,Wild,Forb/herb,Perennial,mDH,Uganda,Kibale National Forest,0d34'N,30d21'E,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,2001,NA,September,Standing,Mature,Visual,First 4 fully expanded and fully toughened leaves sampled,NA,Appendix A1 (p.1383),2.5,NA,NA,10,NA,NA,NA,Insecta (general)
2607,Zingiberales,Zingiberaceae,Aframomum mildbraedii ,Wild,Forb/herb,Perennial,mDH,Uganda,Kibale National Forest,0d34'N,30d21'E,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,2001,NA,September,Standing,Mature,Visual,First 4 fully expanded and fully toughened leaves sampled,NA,Appendix A1 (p.1383),3.4,NA,NA,10,NA,NA,NA,Insecta (general)
1043,Lamiales,Lamiaceae,Agastache urticifolia,Wild,"Subshrub, forb/herb",Perennial,mBW,USA,Rocky Mountain Biological Lab,38d57_29__N,106d59_06__W,Coordinates from the article,Cold,Cold without dry season and cold summer,Meadow-woodland,NA,Natural,2009,Fall,August,Standing,Mature,Visual,>8 leaves sampled per plant,NA,Appendix (multiplied by 100),7.6,NA,NA,8,NA,NA,NA,NA
88,Asterales,Asteraceae,Ageratina riparia,Wild,Shrub,Perennial,mAW,USA,Hawaii,NA,NA,Unavailable,Tropical,Tropical rainforest & Tropical savannah,Unspecific,NA,Natural,2005,Dry,August,Standing,Mature,Visual,1 recently matured leaf sampled in August and February on each plant (5 plants per species),NA,Appendix 1,1.17,NA,NA,5,NA,NA,NA,"Insecta (general), pathogens"
89,Asterales,Asteraceae,Ageratina riparia,Wild,Shrub,Perennial,mAW,USA,Hawaii,NA,NA,Unavailable,Tropical,Tropical rainforest & Tropical savannah,Unspecific,NA,Natural,2005,Wet,February,Standing,Mature,Visual,1 recently matured leaf sampled in August and February on each plant (5 plants per species),NA,Appendix 1,0.93,NA,NA,5,NA,NA,NA,"Insecta (general), pathogens"
2370,Sapindales,Meliaceae,Aglaia mackiana,Wild,Tree,Perennial,mBL,Papua New Guinea,"Crater Mountain Biological Research Station, Simbu",06d43.4'S,145d05.6'E,Coordinates from the article,Tropical,Tropical rainforest ,Forest,Seedlings selected away from adult tree,Planted,1993,All seasons,April,Marked,Lifespan,Automatic,Young leaves marked and tracked for a year,365,"P.112 Table 2 (multiplied by 100), daily rates: divided by 365",13.15,SD,8.58,50,0.036027397,NA,NA,NA
2371,Sapindales,Meliaceae,Aglaia mackiana,Wild,Tree,Perennial,mBL,Papua New Guinea,"Crater Mountain Biological Research Station, Simbu",06d43.4'S,145d05.6'E,Coordinates from the article,Tropical,Tropical rainforest ,Forest,Seedlings selected near adult tree,Planted,1993,All seasons,April,Marked,Lifespan,Automatic,Young leaves marked and tracked for a year,365,"P.112 Table 2 (multiplied by 100), daily rates: divided by 365",15.85,SD,10.71,29,0.043424658,NA,NA,NA
2202,Rosales,Rosaceae,Alchemilla vulgaris,Wild,Forb/herb,Perennial,cCS,Germany,Bavarian/Thuringian border,multiple sites (approx.): 11d19'E,multiple sites (approx.): 50d27'N,"Coordinates from the article, given center of range  11deg00'Ñ11deg37' E and 50deg21'Ñ50deg34'N ",Cold,Cold without dry season and warm summer,Grassland,NA,Natural,2003,"Summer, fall","June, August",Standing,Expanding,Visual,50 individuals sampled per plot,NA,P239 Table 2 (both periods added together to represent yearly damage; only for species with both June and August data),2.7,NA,NA,12,NA,NA,NA,Insecta (general)
1275,Malpighiales,Euphorbiaceae,Alchornea costaricensis,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Expanding,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Appendix p.2,NA,NA,NA,~10,1.571,NA,NA,Insecta (general)
1276,Malpighiales,Euphorbiaceae,Alchornea costaricensis,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Mature,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Obtained from author,NA,NA,NA,~10,0.605,NA,NA,Insecta (general)
1277,Malpighiales,Euphorbiaceae,Alchornea costaricensis,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Wet,"May, June, July, February, March, April",Marked,Mature,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",90,P.125 Table 1,NA,NA,NA,NA,0.21,sd,0.646,Insecta (general)
1278,Malpighiales,Euphorbiaceae,Alchornea costaricensis,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Wet,"May, June, July, February, March, April",Marked,Expanding,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",90,P.125 Table 1,NA,NA,NA,NA,0.818,sd,1.76,Insecta (general)
1279,Malpighiales,Euphorbiaceae,Alchornea costaricensis,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Dry,"May, June, July, February, March, April",Marked,Mature,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",25,P.125 Table 1,NA,NA,NA,NA,0.026,sd,0.055,Insecta (general)
1280,Malpighiales,Euphorbiaceae,Alchornea costaricensis,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Dry,"May, June, July, February, March, April",Marked,Expanding,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",25,P.125 Table 1,NA,NA,NA,NA,2.887,sd,2.652,Insecta (general)
1281,Malpighiales,Euphorbiaceae,Alchornea costaricensis,Wild,Tree,Perennial,mCS,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest semideciduous,NA,Natural,1977,Wet,"April, May, June, July",Marked,Mature,Visual,"Marked young and old leaves at beginning of rainy season, measured at 2 week intervals for 3 months, numbr of replicates is approximately 120 plants for persistent spp and 102 for pioneering, replicates per species were estimated by dividing by the number of species",90,Table 1,NA,NA,NA,~9,0.21,NA,NA,NA
1282,Malpighiales,Euphorbiaceae,Alchornea costaricensis,Wild,Tree,Perennial,mCS,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest semideciduous,NA,Natural,1977,Wet,"April, May, June, July",Marked,Expanding,Visual,"Marked young and old leaves at beginning of rainy season, measured at 2 week intervals for 3 months, numbr of replicates is approximately 120 plants for persistent spp and 102 for pioneering, replicates per species were estimated by dividing by the number of species",90,Table 1,NA,NA,NA,~9,0.818,NA,NA,NA
1283,Malpighiales,Euphorbiaceae,Alchornea costaricensis,Wild,Tree,Perennial,mDE,Panama,Barro Colorado Island,9.08dN,79.50dW,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest canopy gap,Natural,2003,Wet,"May, June, July, August, September, October",Marked,Mature,Automatic,3-5 mature leaves marked on 15 saplings per species,123.55,Species level daily rates were provided by author; annual damage were calculated by using the final measure of damage on mature leaves at the end of the wet seaon,68.6662918,SD,40.29452674,5,0.553658085,se,0.093106528,"Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
